ori,agency_name,city,state,year,population_covered,months_reported,violent_crime,murder,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,reporting_system,source_file,retrieved
CO0070100,Boulder,Boulder,CO,2021,108698,12,424,3,63,71,287,3763,566,2793,404,converted,reta-2021.txt,2026-09-15
CO0070100,Boulder,Boulder,CO,2022,103099,12,391,7,57,50,277,3116,475,2317,324,converted,reta-2022.txt,2026-09-15
CO0070100,Boulder,Boulder,CO,2023,104232,12,374,3,42,38,291,3243,486,2419,338,converted,reta-2023.txt,2026-09-15
CO0070100,Boulder,Boulder,CO,2024,105195,12,342,0,39,47,256,2901,409,2270,222,converted,reta-2024.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2012,88925,12,189,0,11,30,148,2177,359,1713,105,SRS,RETA12.DAT,2026-09-15
CO0070400,Longmont,Longmont,CO,2013,89434,12,229,0,79,19,131,2013,267,1636,110,SRS,RETURNA2013.TXT,2026-09-15
CO0070400,Longmont,Longmont,CO,2014,90813,12,312,3,123,36,150,2064,307,1604,153,SRS,RETA14.DAT,2026-09-15
CO0070400,Longmont,Longmont,CO,2015,91222,12,250,1,106,29,114,2117,290,1685,142,SRS,RETA-COMB.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2016,93268,12,295,0,107,32,156,2303,272,1863,168,SRS,RETA2016.TXT,2026-09-15
CO0070400,Longmont,Longmont,CO,2017,93979,12,326,1,106,26,193,2318,310,1773,235,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2018,95534,12,413,1,120,41,251,2592,345,1938,309,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2019,97928,12,392,1,128,32,231,2556,295,1938,323,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2020,98545,12,400,2,114,49,235,2739,319,1986,434,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2021,99714,12,474,2,149,49,274,2700,272,2019,409,converted,reta-2021.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2022,101159,12,451,9,128,32,282,2907,325,2173,409,converted,reta-2022.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2023,98444,12,497,7,130,32,328,2739,241,2113,385,converted,reta-2023.txt,2026-09-15
CO0070400,Longmont,Longmont,CO,2024,98446,12,462,4,118,31,309,2578,219,2052,307,converted,reta-2024.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2012,432287,12,1965,18,358,522,1067,17893,3636,12455,1802,SRS,RETA12.DAT,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2013,436108,12,1872,26,370,416,1060,18172,3735,12509,1928,SRS,RETURNA2013.TXT,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2014,444949,12,2027,20,400,408,1199,16321,2755,11920,1646,SRS,RETA14.DAT,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2015,452410,12,1980,22,341,376,1241,16510,2412,12372,1726,SRS,RETA-COMB.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2016,464113,12,2304,23,446,442,1393,16518,2675,11774,2069,SRS,RETA2016.TXT,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2017,472958,12,2550,29,543,484,1494,15233,2504,10591,2138,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2018,471124,12,2800,33,616,532,1619,16212,2841,10923,2448,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2019,479648,12,2789,20,452,473,1844,17649,2411,12161,3077,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2020,485083,12,2961,32,464,375,2090,16398,2594,11431,2373,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2021,488747,12,2950,38,457,368,2087,16367,2569,11147,2651,converted,reta-2021.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2022,487728,12,3146,49,419,397,2281,16600,2656,11221,2723,converted,reta-2022.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2023,489254,12,3408,21,518,374,2495,18098,2568,11536,3994,converted,reta-2023.txt,2026-09-15
CO0210100,Colorado Springs,Colorado Springs,CO,2024,491474,12,3543,33,521,381,2608,16987,2609,10982,3396,converted,reta-2024.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2012,109029,12,160,2,22,29,107,2615,391,2023,201,SRS,RETA12.DAT,2026-09-15
CO0300100,Arvada,Arvada,CO,2013,110792,12,162,1,32,34,95,2670,330,2143,197,SRS,RETURNA2013.TXT,2026-09-15
CO0300100,Arvada,Arvada,CO,2014,113008,12,169,1,43,32,93,2666,344,2168,154,SRS,RETA14.DAT,2026-09-15
CO0300100,Arvada,Arvada,CO,2015,115379,12,156,2,34,31,89,2951,313,2352,286,SRS,RETA-COMB.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2016,117186,12,203,1,42,37,123,2905,349,2163,393,SRS,RETA2016.TXT,2026-09-15
CO0300100,Arvada,Arvada,CO,2017,119346,12,202,0,47,44,111,3330,338,2547,445,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2018,120631,12,282,0,60,48,174,3568,366,2686,516,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2019,122312,12,284,1,53,58,172,3764,323,3060,381,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2020,122983,12,291,6,34,75,176,3920,488,2866,566,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2021,123548,12,356,4,41,89,222,4309,444,3005,860,converted,reta-2021.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2022,122403,12,324,1,41,57,225,3738,441,2484,813,converted,reta-2022.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2023,120200,12,263,1,36,51,175,3160,401,2204,555,converted,reta-2023.txt,2026-09-15
CO0300100,Arvada,Arvada,CO,2024,120456,12,352,0,29,56,267,3016,417,2143,456,converted,reta-2024.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2012,146404,12,675,2,94,147,432,6706,917,5181,608,SRS,RETA12.DAT,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2013,146298,12,624,6,107,113,398,6887,872,5392,623,SRS,RETURNA2013.TXT,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2014,148236,12,713,5,117,137,454,6845,899,5293,653,SRS,RETA14.DAT,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2015,151311,12,859,6,140,210,503,7584,900,5801,883,SRS,RETA-COMB.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2016,154553,12,875,4,144,174,553,8454,1014,6428,1012,SRS,RETA2016.TXT,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2017,156344,12,1015,5,157,208,645,7609,912,5504,1193,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2018,156779,12,1036,3,185,166,682,7846,939,5832,1075,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2019,158645,12,842,13,137,188,504,7116,807,5447,862,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2020,159719,12,930,8,128,221,573,8105,1085,5626,1394,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2021,158977,12,1103,12,131,287,673,8609,1142,5529,1938,converted,reta-2021.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2022,157068,12,1296,12,117,288,879,8399,1098,5183,2118,converted,reta-2022.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2023,156065,12,1144,14,88,232,810,7306,980,4847,1479,converted,reta-2023.txt,2026-09-15
CO0300400,Lakewood,Lakewood,CO,2024,155868,12,1241,4,97,217,923,8020,932,5874,1214,converted,reta-2024.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2012,148792,12,393,2,45,40,306,4122,598,3382,142,SRS,RETA12.DAT,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2013,150066,12,357,0,57,37,263,3805,530,3135,140,SRS,RETURNA2013.TXT,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2014,154015,12,322,1,42,36,243,3782,490,3141,151,SRS,RETA14.DAT,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2015,159629,12,310,2,27,37,244,4031,507,3285,239,SRS,RETA-COMB.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2016,164670,12,344,5,34,40,265,4047,451,3395,201,SRS,RETA2016.TXT,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2017,167633,12,374,6,49,42,277,4269,460,3602,207,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2018,168163,12,388,3,36,37,312,3700,359,3160,181,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2019,170889,12,378,1,46,36,295,3727,350,3149,228,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2020,173274,12,458,2,59,52,345,3711,355,3055,301,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2021,170744,12,526,3,103,45,375,3540,344,2841,355,converted,reta-2021.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2022,168045,12,551,2,65,46,438,4399,412,3513,474,converted,reta-2022.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2023,168886,12,505,1,52,61,391,4139,462,3321,356,converted,reta-2023.txt,2026-09-15
CO0350300,Fort Collins,Fort Collins,CO,2024,170509,12,473,3,47,42,381,3689,392,2985,312,converted,reta-2024.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2012,109065,12,797,8,22,198,569,7051,1896,4659,496,SRS,RETA12.DAT,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2013,108062,12,1004,2,162,211,629,7610,1905,5175,530,SRS,RETURNA2013.TXT,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2014,108591,12,889,10,155,183,541,7091,2003,4450,638,SRS,RETA14.DAT,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2015,108810,12,988,11,175,185,617,7289,2064,4330,895,SRS,RETA-COMB.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2016,109927,12,1085,8,177,224,676,7487,1798,4517,1172,SRS,RETA2016.TXT,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2017,110872,12,1181,10,211,220,740,6874,1381,4265,1228,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2018,111756,12,1137,8,201,225,703,6307,1236,4002,1069,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2019,112381,12,1062,10,198,181,673,5078,942,3371,765,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2020,113002,12,1196,16,212,198,770,5293,904,3444,945,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2021,113371,12,1428,28,198,250,952,6497,1381,3724,1392,converted,reta-2021.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2022,112618,12,1831,29,185,362,1255,7237,1338,4185,1714,converted,reta-2022.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2023,111240,12,1644,26,144,279,1195,6372,992,3448,1932,converted,reta-2023.txt,2026-09-15
CO0510100,Pueblo,Pueblo,CO,2024,110805,12,1583,20,161,243,1159,5480,939,3231,1310,converted,reta-2024.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2012,96276,12,427,1,41,64,321,3248,542,2564,142,SRS,RETA12.DAT,2026-09-15
CO0620200,Greeley,Greeley,CO,2013,96111,12,490,1,74,68,347,3231,475,2568,188,SRS,RETURNA2013.TXT,2026-09-15
CO0620200,Greeley,Greeley,CO,2014,97406,12,483,1,75,61,346,3297,500,2597,200,SRS,RETA14.DAT,2026-09-15
CO0620200,Greeley,Greeley,CO,2015,99993,12,460,2,80,58,320,2631,423,2031,177,SRS,RETA-COMB.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2016,102491,12,469,3,86,51,329,3276,506,2448,322,SRS,RETA2016.TXT,2026-09-15
CO0620200,Greeley,Greeley,CO,2017,105906,12,451,5,77,57,312,2717,428,2021,268,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2018,107325,12,430,2,83,64,281,2746,418,2047,281,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2019,109255,12,392,2,77,67,246,2545,339,1899,307,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2020,110505,12,473,9,58,78,328,2725,369,1964,392,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2021,110660,12,599,9,58,88,444,3058,356,2139,563,converted,reta-2021.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2022,109258,12,758,11,72,125,550,4145,441,2509,1195,converted,reta-2022.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2023,109183,12,817,5,48,107,657,3695,440,2410,845,converted,reta-2023.txt,2026-09-15
CO0620200,Greeley,Greeley,CO,2024,113757,12,766,6,52,74,634,3440,389,2471,580,converted,reta-2024.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2012,628545,12,3885,39,383,1168,2295,23346,5131,14546,3669,SRS,RETA12.DAT,2026-09-15
CODPD0000,Denver,Denver,CO,2013,648981,12,4093,41,519,1133,2400,23755,4927,15337,3491,SRS,RETURNA2013.TXT,2026-09-15
CODPD0000,Denver,Denver,CO,2014,665353,12,4002,31,471,1088,2412,22405,4558,14404,3443,SRS,RETA14.DAT,2026-09-15
CODPD0000,Denver,Denver,CO,2015,682418,12,4399,53,568,1230,2548,24181,4796,15011,4374,SRS,RETA-COMB.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2016,699259,12,4602,56,586,1159,2801,25164,4681,15687,4796,SRS,RETA2016.TXT,2026-09-15
CODPD0000,Denver,Denver,CO,2017,706616,12,4840,58,758,1232,2792,25988,4326,16091,5571,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2018,720745,12,5313,65,762,1213,3273,26760,4021,17399,5340,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2019,728941,12,5516,66,764,1205,3481,27355,3971,18083,5301,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2020,737709,12,6397,95,719,1221,4362,34383,5231,20728,8424,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2021,740209,12,6933,100,785,1325,4723,42864,5845,24291,12728,converted,reta-2021.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2022,705264,12,7587,90,793,1302,5402,45391,5171,25025,15195,converted,reta-2022.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2023,712222,12,7315,87,688,1253,5287,41034,5117,23489,12428,converted,reta-2023.txt,2026-09-15
CODPD0000,Denver,Denver,CO,2024,722031,12,7204,71,700,1273,5160,34398,5112,20456,8830,converted,reta-2024.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2012,146030,12,1760,22,388,606,744,5153,1377,2908,868,SRS,RETA12.DAT,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2013,147076,12,1397,11,82,584,720,4464,1191,2610,663,SRS,RETURNA2013.TXT,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2014,147822,12,1338,11,92,546,689,4285,1129,2402,754,SRS,RETA14.DAT,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2015,148313,12,996,19,80,441,456,3496,817,2053,626,SRS,RETA-COMB.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2016,148180,12,1115,10,69,441,595,3258,667,1857,734,SRS,RETA2016.TXT,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2017,146110,12,1315,21,77,565,652,3416,548,2152,716,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2018,146819,12,974,11,86,325,552,2829,594,1637,598,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2019,144908,12,847,17,74,392,364,2466,556,1292,618,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2020,144350,12,834,25,49,343,417,2519,678,1198,643,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2021,143394,12,811,20,63,418,310,2181,431,1030,720,converted,reta-2021.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2022,148395,12,613,15,53,281,264,1850,306,965,579,converted,reta-2022.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2023,148483,12,600,18,67,226,289,2106,321,1179,606,converted,reta-2023.txt,2026-09-15
CT0001500,Bridgeport,Bridgeport,CT,2024,148132,12,594,12,65,228,289,2190,335,1153,702,converted,reta-2024.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2012,125203,12,1655,23,27,640,965,5319,1050,3467,802,SRS,RETA12.DAT,2026-09-15
CT0006400,Hartford,Hartford,CT,2013,124927,12,1473,23,53,557,840,5036,981,3416,639,SRS,RETURNA2013.TXT,2026-09-15
CT0006400,Hartford,Hartford,CT,2014,124943,12,1380,19,45,502,814,5280,888,3642,750,SRS,RETA14.DAT,2026-09-15
CT0006400,Hartford,Hartford,CT,2015,124553,12,1421,32,44,510,835,5468,958,3613,897,SRS,RETA-COMB.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2016,123736,12,1353,14,65,476,798,5197,808,3616,773,SRS,RETA2016.TXT,2026-09-15
CT0006400,Hartford,Hartford,CT,2017,122891,12,1343,29,45,465,804,4907,738,3490,679,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2018,123117,12,1313,21,53,355,884,4435,605,3089,741,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2019,122245,12,1049,21,31,271,726,3424,427,2464,533,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2020,121749,12,1208,23,31,280,874,3787,430,2708,649,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2021,121160,12,926,41,63,157,665,3998,322,2936,740,converted,reta-2021.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2022,120196,12,731,40,29,136,526,3152,360,2146,646,converted,reta-2022.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2023,120710,12,706,37,79,169,421,3438,348,1826,1264,converted,reta-2023.txt,2026-09-15
CT0006400,Hartford,Hartford,CT,2024,119626,12,630,22,55,164,389,3497,275,2148,1074,converted,reta-2024.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2012,129934,12,1881,17,60,845,959,6607,1467,4413,727,SRS,RETA12.DAT,2026-09-15
CT0009300,New Haven,New Haven,CT,2013,131071,12,1697,20,80,787,810,6169,1101,4299,769,SRS,RETURNA2013.TXT,2026-09-15
CT0009300,New Haven,New Haven,CT,2014,130882,12,1425,13,82,594,736,5228,1005,3622,601,SRS,RETA14.DAT,2026-09-15
CT0009300,New Haven,New Haven,CT,2015,130403,12,1227,15,65,460,687,5257,867,3686,704,SRS,RETA-COMB.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2016,130425,12,1223,13,70,400,740,5494,832,3927,735,SRS,RETA2016.TXT,2026-09-15
CT0009300,New Haven,New Haven,CT,2017,129953,12,1101,7,53,378,663,5220,840,3736,644,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2018,131181,12,1114,10,64,322,718,5148,753,3717,678,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2019,130494,12,1168,13,45,321,789,4963,659,3584,720,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2020,130299,12,930,21,31,337,541,4602,555,3284,763,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2021,130903,12,827,26,55,237,509,4279,486,3093,700,converted,reta-2021.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2022,136205,12,780,15,60,243,462,4235,394,3060,781,converted,reta-2022.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2023,141481,12,785,22,64,285,414,5234,453,3454,1327,converted,reta-2023.txt,2026-09-15
CT0009300,New Haven,New Haven,CT,2024,137243,12,736,14,44,248,430,4929,518,3302,1109,converted,reta-2024.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2012,86693,12,273,3,9,69,192,1713,250,1352,111,SRS,RETA12.DAT,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2013,87590,12,238,0,13,61,164,1728,245,1377,106,SRS,RETURNA2013.TXT,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2014,88232,12,263,4,10,64,185,1601,221,1287,93,SRS,RETA14.DAT,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2015,88692,12,239,0,20,41,178,1629,202,1309,118,SRS,RETA-COMB.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2016,88989,12,295,1,18,65,211,1428,239,1035,154,SRS,RETA2016.TXT,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2017,88849,12,254,3,11,40,200,1505,160,1188,157,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2018,89442,12,252,1,13,49,189,1347,147,1082,118,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2019,89440,12,183,1,8,29,145,1249,133,991,125,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2020,89140,12,143,2,12,22,107,1227,149,934,144,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2021,88930,12,54,2,8,14,30,1174,94,931,149,converted,reta-2021.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2022,91414,12,113,1,10,26,76,1582,76,1349,157,converted,reta-2022.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2023,91639,12,101,0,10,28,63,1428,96,1179,153,converted,reta-2023.txt,2026-09-15
CT0010300,Norwalk,Norwalk,CT,2024,92987,12,85,0,20,15,50,1400,227,1022,151,converted,reta-2024.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2012,124201,12,351,5,26,145,175,1946,291,1485,170,SRS,RETA12.DAT,2026-09-15
CT0013500,Stamford,Stamford,CT,2013,125876,12,337,1,30,160,146,1947,354,1444,149,SRS,RETURNA2013.TXT,2026-09-15
CT0013500,Stamford,Stamford,CT,2014,127385,12,310,2,23,146,139,2063,277,1580,206,SRS,RETA14.DAT,2026-09-15
CT0013500,Stamford,Stamford,CT,2015,129682,12,290,3,23,92,172,1892,199,1531,162,SRS,RETA-COMB.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2016,130116,12,354,2,33,118,201,2087,273,1621,193,SRS,RETA2016.TXT,2026-09-15
CT0013500,Stamford,Stamford,CT,2017,130189,12,285,0,34,91,160,1999,242,1499,258,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2018,132007,12,230,4,29,64,133,2138,231,1673,234,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2019,130678,12,262,5,28,87,142,1835,199,1473,163,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2020,130425,12,293,9,31,85,168,1657,199,1221,237,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2021,132292,12,268,6,30,92,140,1770,137,1437,196,converted,reta-2021.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2022,136936,12,267,2,26,74,165,1612,145,1295,172,converted,reta-2022.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2023,136512,12,240,3,6,67,164,1599,110,1297,192,converted,reta-2023.txt,2026-09-15
CT0013500,Stamford,Stamford,CT,2024,136483,12,218,1,15,53,149,1680,208,1218,254,converted,reta-2024.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2012,110486,12,328,5,7,185,131,4713,662,3538,513,SRS,RETA12.DAT,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2013,109763,12,410,5,2,242,161,4636,566,3381,689,SRS,RETURNA2013.TXT,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2014,109495,12,408,7,34,220,147,4591,460,3422,709,SRS,RETA14.DAT,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2015,109044,12,467,4,32,257,174,4524,522,3193,809,SRS,RETA-COMB.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2016,108491,12,553,10,31,217,295,4206,756,2716,734,SRS,RETA2016.TXT,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2017,107924,12,544,11,51,257,225,4137,695,2616,826,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2018,108378,12,483,9,60,200,214,4255,549,2867,839,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2019,107812,12,330,5,57,124,144,3269,452,2276,541,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2020,107263,12,404,13,44,137,210,2850,335,1957,558,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2021,106480,12,369,9,43,131,186,3336,277,2412,647,converted,reta-2021.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2022,113464,12,450,17,49,161,223,3268,359,2305,604,converted,reta-2022.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2023,115380,12,466,18,46,173,229,3539,295,2333,911,converted,reta-2023.txt,2026-09-15
CT0015100,Waterbury,Waterbury,CT,2024,115363,12,378,8,55,122,193,3371,266,2373,732,converted,reta-2024.txt,2026-09-15
