ori,agency_name,city,state,year,population_covered,months_reported,violent_crime,murder,rape,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,reporting_system,source_file,retrieved
CA0450200,Redding,Redding,CA,2014,91426,12,610,4,52,142,412,3924,802,2636,486,SRS,RETA14.DAT,2026-09-15
CA0450200,Redding,Redding,CA,2015,92020,12,614,2,50,145,417,4169,769,2888,512,SRS,RETA-COMB.txt,2026-09-15
CA0450200,Redding,Redding,CA,2016,91918,12,720,5,84,143,488,3837,710,2608,519,SRS,RETA2016.TXT,2026-09-15
CA0450200,Redding,Redding,CA,2017,92127,12,654,2,64,150,438,3841,690,2360,791,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0450200,Redding,Redding,CA,2018,92068,12,620,2,87,96,435,3433,613,2281,539,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0450200,Redding,Redding,CA,2019,92009,04,174,1,17,31,125,937,150,580,207,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0450200,Redding,Redding,CA,2020,92895,12,513,5,67,94,347,2323,596,1529,198,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0450200,Redding,Redding,CA,2021,92714,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0450200,Redding,Redding,CA,2022,93531,,,,,,,,,,,,reta-2022.txt,2026-09-15
CA0450200,Redding,Redding,CA,2023,92621,12,680,0,67,50,563,1307,345,704,258,converted,reta-2023.txt,2026-09-15
CA0450200,Redding,Redding,CA,2024,92468,12,625,6,99,98,422,1635,186,1222,227,converted,reta-2024.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2012,107110,12,454,8,30,139,277,3317,676,2144,497,SRS,RETA12.DAT,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2013,108425,12,498,3,13,165,317,3534,735,2170,629,SRS,RETURNA2013.TXT,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2014,110300,12,519,6,41,201,271,3873,656,2582,635,SRS,RETA14.DAT,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2015,112582,12,486,8,46,167,265,3429,456,2406,567,SRS,RETA-COMB.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2016,114521,12,476,7,56,147,266,2845,420,1888,537,SRS,RETA2016.TXT,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2017,116372,12,546,10,40,181,315,3252,545,2174,533,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2018,117883,12,587,4,78,176,329,3280,404,2300,576,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2019,118383,12,442,5,48,162,227,3782,359,2780,643,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2020,118491,12,542,6,59,169,308,2990,435,1920,635,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2021,118846,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2022,119583,12,581,11,60,179,331,3056,360,2161,535,converted,reta-2022.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2023,119071,12,690,6,71,163,450,2640,369,1828,443,converted,reta-2023.txt,2026-09-15
CA0480300,Fairfield,Fairfield,CA,2024,121082,12,613,2,49,145,417,2058,261,1508,289,converted,reta-2024.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2012,93951,12,246,3,24,73,146,2031,319,1540,172,SRS,RETA12.DAT,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2013,94347,12,201,1,14,66,120,2096,267,1598,231,SRS,RETURNA2013.TXT,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2014,94701,12,269,2,19,79,169,2587,310,2023,254,SRS,RETA14.DAT,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2015,96693,12,250,0,21,97,132,2159,236,1723,200,SRS,RETA-COMB.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2016,97671,12,207,0,11,76,120,2057,189,1690,178,SRS,RETA2016.TXT,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2017,99293,12,198,1,20,56,121,2108,186,1742,180,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2018,101146,12,230,2,22,63,143,2158,163,1804,191,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2019,101147,12,331,3,47,80,201,2442,162,2120,160,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2020,101616,12,249,2,38,50,159,1760,159,1419,182,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2021,102258,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2022,103486,12,330,1,48,64,217,1927,221,1499,207,converted,reta-2022.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2023,101975,12,360,2,48,71,239,2128,182,1715,231,converted,reta-2023.txt,2026-09-15
CA0480600,Vacaville,Vacaville,CA,2024,102672,12,307,1,48,55,203,1792,159,1423,210,converted,reta-2024.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2012,117912,12,878,14,44,380,440,5844,2688,1681,1475,SRS,RETA12.DAT,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2013,118336,12,1019,25,30,424,540,5734,2972,1553,1209,SRS,RETURNA2013.TXT,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2014,119504,12,1034,18,63,368,585,4877,2258,1579,1040,SRS,RETA14.DAT,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2015,121257,12,1031,18,102,351,560,4986,2352,1536,1098,SRS,RETA-COMB.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2016,122293,12,1053,15,111,353,574,4810,2366,1321,1123,SRS,RETA2016.TXT,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2017,122174,12,1048,15,93,390,550,4597,2445,1181,971,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2018,122974,12,942,8,103,349,482,4508,2456,975,1077,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2019,122657,12,1037,12,138,336,551,4941,2888,1148,905,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2020,122326,12,1212,27,134,315,736,4078,1811,1200,1067,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2021,121221,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2022,123940,12,1205,22,90,362,731,5267,906,3229,1132,converted,reta-2022.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2023,122419,12,976,19,57,335,565,5131,813,3205,1113,converted,reta-2023.txt,2026-09-15
CA0480700,Vallejo,Vallejo,CA,2024,121795,12,921,25,67,298,531,4894,688,3235,971,converted,reta-2024.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2012,170862,12,636,2,67,126,441,3818,725,2777,316,SRS,RETA12.DAT,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2013,171564,12,541,3,42,105,391,3506,638,2559,309,SRS,RETURNA2013.TXT,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2014,172991,12,636,2,70,130,434,3850,598,2873,379,SRS,RETA14.DAT,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2015,175738,12,606,4,89,131,382,4311,639,3223,449,SRS,RETA-COMB.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2016,176383,12,658,5,94,121,438,3010,516,2087,407,SRS,RETA2016.TXT,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2017,176361,12,722,5,109,126,482,3245,525,2309,411,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2018,176325,12,823,3,149,147,524,3118,547,2179,392,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2019,177884,12,857,3,146,126,582,2874,486,2077,311,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2020,176932,12,913,4,110,135,664,2838,542,1875,421,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2021,174562,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2022,175999,12,603,10,136,98,359,2427,451,1580,396,converted,reta-2022.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2023,176855,12,593,10,121,114,348,2621,459,1792,370,converted,reta-2023.txt,2026-09-15
CA0490500,Santa Rosa,Santa Rosa,CA,2024,175147,12,614,2,124,117,371,2345,417,1630,298,converted,reta-2024.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2012,204631,12,1590,20,59,450,1061,11276,2571,6906,1799,SRS,RETA12.DAT,2026-09-15
CA0500200,Modesto,Modesto,CA,2013,204252,12,1704,14,72,450,1168,9989,2251,6349,1389,SRS,RETURNA2013.TXT,2026-09-15
CA0500200,Modesto,Modesto,CA,2014,205820,12,1778,11,81,385,1301,9113,1754,6164,1195,SRS,RETA14.DAT,2026-09-15
CA0500200,Modesto,Modesto,CA,2015,210794,12,2025,25,85,488,1427,10123,1639,6749,1735,SRS,RETA-COMB.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2016,212880,12,2106,13,105,481,1507,9324,1421,6350,1553,SRS,RETA2016.TXT,2026-09-15
CA0500200,Modesto,Modesto,CA,2017,213677,12,2074,20,110,519,1425,8465,1188,5865,1412,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2018,215822,12,1904,16,105,420,1363,7727,1109,5420,1198,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2019,216542,12,1758,13,94,399,1252,7183,1149,4849,1185,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2020,216560,12,1603,16,106,281,1200,5340,706,3533,1101,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2021,216946,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2022,219083,12,1662,9,104,292,1257,5301,587,3920,794,converted,reta-2022.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2023,217778,12,1419,9,154,239,1017,4819,571,3546,702,converted,reta-2023.txt,2026-09-15
CA0500200,Modesto,Modesto,CA,2024,218990,12,1458,6,131,250,1071,5323,585,4019,719,converted,reta-2024.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2012,127604,12,544,5,44,134,361,5531,1227,3778,526,SRS,RETA12.DAT,2026-09-15
CA0540700,Visalia,Visalia,CA,2013,127824,12,500,8,31,156,305,4853,1218,3016,619,SRS,RETURNA2013.TXT,2026-09-15
CA0540700,Visalia,Visalia,CA,2014,128488,12,484,10,30,138,306,3796,783,2456,557,SRS,RETA14.DAT,2026-09-15
CA0540700,Visalia,Visalia,CA,2015,130405,12,608,6,106,130,366,3995,814,2621,560,SRS,RETA-COMB.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2016,131186,12,480,8,68,120,284,4196,998,2561,637,SRS,RETA2016.TXT,2026-09-15
CA0540700,Visalia,Visalia,CA,2017,132143,12,457,9,81,144,223,4396,839,2953,604,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2018,134224,12,450,3,107,138,202,3978,748,2701,529,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2019,134961,12,586,4,111,159,312,3900,747,2627,526,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2020,135733,12,555,8,106,142,299,3077,610,2049,418,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2021,136077,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2022,144137,12,715,9,75,130,501,3430,394,2425,611,converted,reta-2022.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2023,145031,12,663,16,94,128,425,3496,458,2380,658,converted,reta-2023.txt,2026-09-15
CA0540700,Visalia,Visalia,CA,2024,146090,12,649,7,102,139,401,3137,391,2231,515,converted,reta-2024.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2012,201797,12,609,9,14,304,282,4071,848,2677,546,SRS,RETA12.DAT,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2013,202594,12,651,15,10,328,298,5074,974,3436,664,SRS,RETURNA2013.TXT,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2014,204159,12,886,11,47,447,381,6382,1172,4475,735,SRS,RETA14.DAT,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2015,207221,12,920,12,21,385,502,6696,1103,4758,835,SRS,RETA-COMB.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2016,209048,12,948,12,69,429,438,6073,978,4309,786,SRS,RETA2016.TXT,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2017,209513,12,908,15,65,430,398,5328,787,3848,693,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2018,211737,12,801,14,66,327,394,5055,704,3568,783,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2019,211349,12,724,13,62,275,374,4242,670,2987,585,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2020,210064,12,743,8,81,274,380,4323,638,2907,778,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2021,208911,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2022,201517,12,805,10,82,207,506,3483,518,2381,584,converted,reta-2022.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2023,199508,12,1231,7,115,260,849,3508,445,2396,667,converted,reta-2023.txt,2026-09-15
CA0560400,Oxnard,Oxnard,CA,2024,197361,12,1186,5,71,235,875,3743,404,2626,713,converted,reta-2024.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2012,108511,12,310,1,24,140,145,3885,778,2825,282,SRS,RETA12.DAT,2026-09-15
CA0560800,Ventura,Ventura,CA,2013,108204,12,263,6,22,99,136,4027,745,3025,257,SRS,RETURNA2013.TXT,2026-09-15
CA0560800,Ventura,Ventura,CA,2014,109246,12,276,1,28,103,144,3867,663,2994,210,SRS,RETA14.DAT,2026-09-15
CA0560800,Ventura,Ventura,CA,2015,110077,12,374,2,53,124,195,3900,598,3042,260,SRS,RETA-COMB.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2016,110228,12,368,8,53,109,198,3750,628,2838,284,SRS,RETA2016.TXT,2026-09-15
CA0560800,Ventura,Ventura,CA,2017,110006,12,460,2,63,111,284,3638,585,2717,336,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2018,111272,12,445,2,54,117,272,3482,481,2667,334,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2019,111596,12,458,3,56,106,293,2969,353,2362,254,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2020,109295,12,328,2,31,94,201,3086,460,2354,272,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2021,107118,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2022,109439,12,386,1,32,70,283,2425,349,1871,205,converted,reta-2022.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2023,109035,12,483,6,35,80,362,2348,287,1882,179,converted,reta-2023.txt,2026-09-15
CA0560800,Ventura,Ventura,CA,2024,108543,12,452,3,54,90,305,2408,290,1892,226,converted,reta-2024.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2012,126686,12,141,3,7,36,95,1916,398,1394,124,SRS,RETA12.DAT,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2013,126215,12,132,3,9,31,89,1709,344,1233,132,SRS,RETURNA2013.TXT,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2014,126604,12,140,0,27,24,89,1618,348,1176,94,SRS,RETA14.DAT,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2015,127472,12,174,1,24,45,104,1513,255,1146,112,SRS,RETA-COMB.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2016,127252,12,174,2,28,39,105,1566,334,1127,105,SRS,RETA2016.TXT,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2017,126635,12,184,0,32,39,113,1824,331,1355,138,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2018,127222,12,214,0,46,56,112,1491,253,1118,120,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2019,126025,12,146,1,15,35,95,1188,208,889,91,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2020,125742,12,167,3,29,27,108,1318,170,1033,115,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2021,125243,,,,,,,,,,,,reta-2021.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2022,125585,12,121,2,24,17,78,1077,174,798,105,converted,reta-2022.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2023,123443,12,165,0,34,28,103,1213,178,934,101,converted,reta-2023.txt,2026-09-15
CA0560900,Simi Valley,Simi Valley,CA,2024,124707,12,166,3,22,31,110,1161,155,899,107,converted,reta-2024.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2012,336952,12,1412,29,172,482,729,10062,1793,7371,898,SRS,RETA12.DAT,2026-09-15
CO0010100,Aurora,Aurora,CO,2013,343484,12,1429,20,224,469,716,10779,1977,7804,998,SRS,RETURNA2013.TXT,2026-09-15
CO0010100,Aurora,Aurora,CO,2014,350948,12,1430,9,273,414,734,9963,1813,7087,1063,SRS,RETA14.DAT,2026-09-15
CO0010100,Aurora,Aurora,CO,2015,360237,12,1661,25,357,443,836,10617,1685,7669,1263,SRS,RETA-COMB.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2016,366477,12,1948,16,308,575,1049,11238,1697,7999,1542,SRS,RETA2016.TXT,2026-09-15
CO0010100,Aurora,Aurora,CO,2017,368018,12,2313,31,344,680,1258,11114,1678,7237,2199,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2018,372824,12,2739,18,411,630,1680,11186,1727,7242,2217,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2019,380600,12,2817,28,469,637,1683,11064,1548,7241,2275,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2020,385720,12,3521,43,423,776,2279,12967,1747,7353,3867,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2021,393897,12,4035,45,449,777,2764,15310,1912,7868,5530,converted,reta-2021.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2022,392134,12,4536,54,335,876,3271,16838,1866,8095,6877,converted,reta-2022.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2023,396976,12,3808,41,350,578,2839,15048,1746,8008,5294,converted,reta-2023.txt,2026-09-15
CO0010100,Aurora,Aurora,CO,2024,397852,12,3790,40,299,544,2907,13299,1488,8165,3646,converted,reta-2024.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2012,123115,12,336,1,62,41,232,3269,476,2441,352,SRS,RETA12.DAT,2026-09-15
CO0010400,Thornton,Thornton,CO,2013,125775,12,316,5,67,50,194,3336,432,2553,351,SRS,RETURNA2013.TXT,2026-09-15
CO0010400,Thornton,Thornton,CO,2014,129442,12,330,6,88,48,188,3760,486,2905,369,SRS,RETA14.DAT,2026-09-15
CO0010400,Thornton,Thornton,CO,2015,133188,12,332,4,100,68,160,3114,560,1940,614,SRS,RETA-COMB.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2016,136451,12,477,5,105,74,293,4309,525,3031,753,SRS,RETA2016.TXT,2026-09-15
CO0010400,Thornton,Thornton,CO,2017,139825,12,497,5,152,72,268,4601,827,3028,746,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2018,139697,12,420,5,184,72,159,4746,533,3435,778,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2019,142168,12,420,1,160,74,185,4329,394,3301,634,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2020,144156,12,445,6,177,86,176,4580,485,3139,956,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2021,151324,12,466,5,174,78,209,5006,427,3401,1178,converted,reta-2021.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2022,143055,12,417,3,150,91,173,5009,375,3434,1200,converted,reta-2022.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2023,143838,12,416,5,144,90,177,4338,333,3183,822,converted,reta-2023.txt,2026-09-15
CO0010400,Thornton,Thornton,CO,2024,145847,12,414,2,127,72,213,4171,407,3044,720,converted,reta-2024.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2012,109461,12,285,2,29,51,203,2845,396,2160,289,SRS,RETA12.DAT,2026-09-15
CO0010500,Westminster,Westminster,CO,2013,110093,12,216,2,28,52,134,3012,388,2299,325,SRS,RETURNA2013.TXT,2026-09-15
CO0010500,Westminster,Westminster,CO,2014,112100,12,262,4,42,66,150,3266,336,2612,318,SRS,RETA14.DAT,2026-09-15
CO0010500,Westminster,Westminster,CO,2015,113547,12,277,1,50,57,169,3810,409,2862,539,SRS,RETA-COMB.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2016,114514,12,273,4,54,71,144,4027,380,2907,740,SRS,RETA2016.TXT,2026-09-15
CO0010500,Westminster,Westminster,CO,2017,115155,12,288,4,84,47,153,3735,456,2538,741,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2018,113751,12,338,10,62,80,186,3685,333,2659,693,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2019,114392,12,326,2,63,77,184,3729,379,2715,635,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2020,113941,12,345,9,73,73,190,4080,454,2688,938,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2021,115942,12,473,12,73,106,282,5222,447,3279,1496,converted,reta-2021.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2022,112844,12,389,2,57,93,237,5075,451,3152,1472,converted,reta-2022.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2023,113660,12,391,8,79,83,221,4133,290,2848,995,converted,reta-2023.txt,2026-09-15
CO0010500,Westminster,Westminster,CO,2024,114310,12,354,6,54,93,201,4079,401,2842,836,converted,reta-2024.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2012,104022,12,157,1,40,33,83,1439,277,1085,77,SRS,RETA12.DAT,2026-09-15
CO0031100,Centennial,Centennial,CO,2013,104771,12,141,6,25,20,90,1194,186,936,72,SRS,RETURNA2013.TXT,2026-09-15
CO0031100,Centennial,Centennial,CO,2014,107485,12,142,0,26,14,102,1298,233,995,70,SRS,RETA14.DAT,2026-09-15
CO0031100,Centennial,Centennial,CO,2015,108846,12,137,1,46,26,64,1303,223,977,103,SRS,RETA-COMB.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2016,111479,12,165,1,51,15,98,1403,205,1059,139,SRS,RETA2016.TXT,2026-09-15
CO0031100,Centennial,Centennial,CO,2017,111416,12,124,4,33,20,67,1615,258,1174,183,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2018,111646,12,212,2,52,28,130,2034,276,1544,214,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2019,112129,12,184,2,24,23,135,1841,293,1369,179,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2020,112104,12,169,1,9,28,131,2088,340,1436,312,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2021,111199,12,210,6,16,29,159,2269,288,1504,477,converted,reta-2021.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2022,105849,12,253,1,17,21,214,2506,388,1587,531,converted,reta-2022.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2023,104724,12,281,1,10,33,237,2120,277,1431,412,converted,reta-2023.txt,2026-09-15
CO0031100,Centennial,Centennial,CO,2024,106454,12,206,0,11,27,168,1839,308,1225,306,converted,reta-2024.txt,2026-09-15
CO0070100,Boulder,Boulder,CO,2012,100257,12,200,0,32,48,120,2936,472,2337,127,SRS,RETA12.DAT,2026-09-15
CO0070100,Boulder,Boulder,CO,2013,102828,12,218,0,38,40,140,2949,612,2236,101,SRS,RETURNA2013.TXT,2026-09-15
CO0070100,Boulder,Boulder,CO,2014,104284,12,245,1,43,28,173,2780,482,2148,150,SRS,RETA14.DAT,2026-09-15
CO0070100,Boulder,Boulder,CO,2015,106823,12,225,2,49,25,149,2825,474,2214,137,SRS,RETA-COMB.txt,2026-09-15
CO0070100,Boulder,Boulder,CO,2016,109189,12,260,0,52,31,177,3176,460,2497,219,SRS,RETA2016.TXT,2026-09-15
CO0070100,Boulder,Boulder,CO,2017,109722,12,170,3,27,21,119,1813,244,1448,121,SRS,2017_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0070100,Boulder,Boulder,CO,2018,108380,12,293,0,49,39,205,3693,388,3058,247,SRS,2018_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0070100,Boulder,Boulder,CO,2019,108519,12,283,1,48,37,197,3319,410,2655,254,SRS,2019_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
CO0070100,Boulder,Boulder,CO,2020,106598,12,347,2,36,72,237,4045,659,3013,373,SRS,2020_RETA_NATIONAL_MASTER_FILE.txt,2026-09-15
