cbsa,name,line,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",housing,79.287,67.693,73.899,73.964,60.292,77.714,68.145,82.162,75.552,73.408,75.738,83.668,71.619,67.824,58.845,57.649,59.664
24260,"Grand Island, NE (Metropolitan Statistical Area)",all,81.772,82.275,88.097,89.237,84.97,86.949,83.317,87.298,87.693,83.239,88.118,89.979,90.537,89.144,86.692,87.139,86.657
24260,"Grand Island, NE (Metropolitan Statistical Area)",housing,60.757,51.167,65.245,72.991,47.8,59.248,44.012,67.613,71.998,50.939,57.868,63.446,66.093,61.351,58.094,60.916,61.748
24300,"Grand Junction, CO (Metropolitan Statistical Area)",all,103.747,98.89,97.551,99.657,97.626,96.351,98.87,98.577,98.877,99.41,93.998,98.531,95.179,92.123,93.774,92.751,95.476
24300,"Grand Junction, CO (Metropolitan Statistical Area)",housing,117.774,96.424,96.155,107.641,102.887,90.285,101.064,89.949,98.889,97.899,88.979,105.532,96.425,88.942,96.172,87.677,86.367
24340,"Grand Rapids-Wyoming-Kentwood, MI (Metropolitan Statistical Area)",all,95.59,95.588,95.2,94.24,94.691,95.575,95.117,93.418,94.203,92.183,94.069,95.678,94.289,96.19,94.104,94.975,95.546
24340,"Grand Rapids-Wyoming-Kentwood, MI (Metropolitan Statistical Area)",housing,87.623,86.062,83.638,83.976,82.791,87.115,86.113,82.307,85.484,78.926,79.675,86.02,84.957,94.436,85.751,88.78,86.596
24420,"Grants Pass, OR (Metropolitan Statistical Area)",all,96.15,94.682,93.942,94.388,96.057,95.299,94.627,96.254,96.214,95.953,99.875,100.196,94.995,98.824,102.773,100.676,97.76
24420,"Grants Pass, OR (Metropolitan Statistical Area)",housing,79.565,81.01,79.717,78.88,93.488,86.801,80.723,81.926,85.837,82.385,85.506,91.932,71.311,86.614,90.407,87.303,79.911
24500,"Great Falls, MT (Metropolitan Statistical Area)",all,85.251,89.251,84.981,91.808,92.278,91.949,92.114,90.057,88.025,90.164,91.794,88.834,86.995,86.851,91.181,93.408,96.845
24500,"Great Falls, MT (Metropolitan Statistical Area)",housing,38.931,45.983,40.114,54.006,59.758,61.2,60.652,57.171,53.691,51.834,73.835,55.975,54.071,55.533,77.82,89.058,97.115
24540,"Greeley, CO (Metropolitan Statistical Area)",all,101.101,99.58,98.817,99.152,100.668,100.819,101.33,100.43,100.129,99.717,97.95,100.741,97.493,95.169,94.871,96.643,100.176
24540,"Greeley, CO (Metropolitan Statistical Area)",housing,94.113,96.546,101.436,92.643,96.367,100.267,105.766,105.181,105.678,108.447,114.182,121.521,111.496,108.655,104.032,112.884,112.599
24580,"Green Bay, WI (Metropolitan Statistical Area)",all,94.648,94.401,95.14,92.897,92.909,93.512,92.692,91.211,92.031,91.426,93.428,92.39,92.056,92.326,90.516,92.195,93.086
24580,"Green Bay, WI (Metropolitan Statistical Area)",housing,81.778,79.464,83.313,77.742,73.263,76.632,73.088,69.718,75.074,75.611,77.763,68.146,73.696,72.286,68.837,73.917,74.696
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",all,92.581,91.098,92.9,93.766,93.379,93.332,93.831,93.703,92.699,92.395,92.176,90.275,89.379,92.739,92.452,92.889,92.865
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",housing,71.685,70.797,72.817,73.793,71.514,71.533,73.325,72.998,66.074,68.874,71.051,68.923,65.236,71.005,71.141,74.01,74.519
24780,"Greenville, NC (Metropolitan Statistical Area)",all,89.973,88.42,91.863,92.045,92.618,91.662,91.576,90.041,92.358,90.986,87.791,89.345,87.502,89.502,88.077,91.779,88.402
24780,"Greenville, NC (Metropolitan Statistical Area)",housing,61.519,61.964,66.488,65.464,67.987,64.793,65.268,58.398,62.94,61.767,58.081,62.919,59.742,59.509,56.658,70.204,57.326
24860,"Greenville-Anderson-Greer, SC (Metropolitan Statistical Area)",all,91.337,91.006,93.115,93.315,93.23,92.976,92.592,93.426,93.715,92.996,91.714,90.71,90.328,93.425,92.954,93.074,93.26
24860,"Greenville-Anderson-Greer, SC (Metropolitan Statistical Area)",housing,65.584,69.771,73.54,71.246,71.239,69.595,67.265,71.825,69.952,70.689,70.341,69.395,70.641,73.695,76.129,76.892,76.836
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",all,95.326,91.433,93.347,94.035,94.316,92.791,94.268,91.353,92.528,91.929,87.321,89.146,89.235,88.948,88.937,88.879,90.006
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",housing,86.774,74.109,74.986,74.312,75.734,70.338,75.488,64.302,67.025,66.932,60.644,66.011,69.929,68.433,62.517,60.989,67.906
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",all,100.207,100.816,97.12,100.116,99.345,100.076,99.365,100.719,99.604,98.606,94.026,93.266,93.052,95.308,93.456,95.36,94.171
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",housing,76.625,79.59,67.58,82.211,82.78,80.619,76.934,82.325,83.177,82.931,79.452,83.484,82.022,82.081,73.227,83.035,75.737
25220,"Hammond, LA (Metropolitan Statistical Area)",all,88.549,86.73,90.957,88.983,86.575,87.672,86.745,88.532,87.746,87.596,88.707,89.139,86.938,88.773,89.263,87.843,84.46
25220,"Hammond, LA (Metropolitan Statistical Area)",housing,64.974,71.297,78.214,67.636,60.981,59.791,55.14,62.068,60.682,64.409,60.688,62.948,54.965,53.533,64.647,62.361,48.16
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",all,100.737,97.826,95.795,99.691,96.05,95.731,94.614,98.981,97.06,95.843,101.621,98.03,99.774,98.523,102.336,98.576,101.612
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",housing,96.661,87.82,82.262,102.698,92.718,85.071,77.163,87.833,86.885,70.878,85.543,72.762,84.215,78.551,82.188,68.686,93.497
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",all,98.961,99.507,98.179,97.582,96.999,98.852,95.633,98.582,98.162,99.401,97.753,96.726,96.139,97.349,95.924,96.975,98.65
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",housing,84.934,87.262,90.469,90.109,87.734,91.134,81.887,89.789,86.047,87.03,88.796,85.633,80.02,90.375,87.177,85.674,96.28
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",all,92.105,90.985,93.006,91.516,92.435,92.378,92.726,91.775,91.245,90.183,93.394,92.606,90.423,93.99,94.919,93.518,94.892
25500,"Harrisonburg, VA (Metropolitan Statistical Area)",housing,85.687,92.696,86.509,80.95,83.672,79.709,82.18,79.405,77.324,78.639,80.89,81.33,73.019,78.22,83.592,75.391,82.272
25540,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",all,104.759,104.674,102.958,102.374,102.77,102.123,100.693,103.294,102.916,103.626,102.527,102.926,104.036,102.084,105.072,103.293,102.746
25540,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",housing,121.049,120.875,122.75,119.242,125.194,113.318,114.068,120.144,114.136,112.753,110.37,109.817,114.271,114.008,110.056,109.715,110.234
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",all,89.881,85.048,88.552,90.146,89.618,90.281,89.175,89.076,88.546,88.111,88.858,88.403,85.298,89.131,89.386,89.344,87.633
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",housing,70.011,59.564,63.617,69.696,67.454,67.445,63.399,66.987,63.09,68.161,67.959,61.461,51.747,65.438,65.386,64.313,60.059
25740,"Helena, MT (Metropolitan Statistical Area)",all,95.991,93.433,92.492,93.763,91.955,93.289,95.773,94.893,95.576,94.019,90.494,92.779,92.003,90.779,90.489,92.106,95.675
25740,"Helena, MT (Metropolitan Statistical Area)",housing,76.615,68.539,72.481,71.264,67.097,76.429,84.428,72.713,79.627,69.342,66.881,72.751,76.023,75.949,73.81,81.675,90.141
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",all,89.992,90.326,90.825,92.326,90.928,89.494,91.226,89.542,90.921,90.811,88.627,86.976,86.988,89.074,89.475,89.374,88.486
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",housing,61.391,68.13,63.624,67.762,61.482,58.789,64.083,56.952,58.945,61.681,58.31,55.605,58.718,55.987,59.271,60.094,59.578
25940,"Hilton Head Island-Bluffton-Port Royal, SC (Metropolitan Statistical Area)",all,95.087,92.606,95.931,93.009,93.553,95.72,94.895,95.209,95.951,91.97,95.929,97.72,93.565,99.076,99.309,96.003,98.017
25940,"Hilton Head Island-Bluffton-Port Royal, SC (Metropolitan Statistical Area)",housing,99.497,99.728,102.685,88.105,90.816,96.405,93.418,95.672,101.426,86.153,93.04,107.405,88.27,104.541,109.544,93.205,101.235
25980,"Hinesville, GA (Metropolitan Statistical Area)",all,90.528,86.11,91.385,92.148,90.694,92.887,92.037,89.774,91.774,89.871,93.712,93.38,89.781,93.543,94.396,94.177,93.933
25980,"Hinesville, GA (Metropolitan Statistical Area)",housing,75.352,67.306,79.442,83.18,74.68,82.229,78.448,72.56,80.102,75.997,83.033,84.671,68.331,75.573,81.462,82.512,79.46
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",all,90.37,91.753,91.035,90.365,92.767,91.922,92.037,91.603,90.088,88.434,93.852,90.837,89.927,93.723,94.638,95.725,93.467
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",housing,74.747,92.325,76.355,73.88,84.656,73.506,75.494,78.81,73.443,69.346,81.674,71.253,69.865,78.28,82.519,85.59,78.427
26300,"Hot Springs, AR (Metropolitan Statistical Area)",all,86.67,84.825,86.743,88.825,88.173,87.486,85.211,86.083,88.397,85.598,85.709,86.259,87.2,88.649,86.239,86.1,85.73
26300,"Hot Springs, AR (Metropolitan Statistical Area)",housing,59.534,60.735,62.813,68.93,65.003,60.301,56.967,59.004,66.607,58.082,56.868,56.557,58.479,60.574,56.648,56.919,57.281
26380,"Houma-Bayou Cane-Thibodaux, LA (Metropolitan Statistical Area)",all,90.469,89.209,94.459,94.31,95.157,95.753,93.909,94.252,95.098,93.997,89.788,90.889,92.156,88.394,88.38,88.947,85.103
26380,"Houma-Bayou Cane-Thibodaux, LA (Metropolitan Statistical Area)",housing,60.084,58.787,77.975,73.824,78.181,82.814,71.645,75.219,73.917,72.861,64.807,68.571,72.079,53.073,57.743,67.549,51.311
26420,"Houston-Pasadena-The Woodlands, TX (Metropolitan Statistical Area)",all,99.448,100.557,101.004,98.658,100.05,101.105,102.212,103.107,102.355,100.024,101.904,101.405,99.965,99.724,98.772,99.734,98.629
26420,"Houston-Pasadena-The Woodlands, TX (Metropolitan Statistical Area)",housing,99.944,101.908,103.549,99.407,103.44,104.057,107.629,108.604,109.952,108.52,108.04,107.403,107.497,105.608,107.833,106.257,104.51
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",all,87.992,87.627,88.051,91.059,89.47,89.14,90.275,89.83,90.301,88.63,88.239,87.069,86.854,88.575,88.323,88.107,88.422
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",housing,54.759,56.944,53.606,61.172,55.56,54.831,57.898,56.599,57.967,52.702,56.193,54.171,54.878,53.704,50.752,49.783,51.257
26620,"Huntsville, AL (Metropolitan Statistical Area)",all,92.103,91.151,92.59,93.824,94.004,93.623,92.695,92.683,93.562,94.004,89.808,91.222,90.677,91.453,92.842,93.809,93.072
26620,"Huntsville, AL (Metropolitan Statistical Area)",housing,68.627,65.325,66.031,69.851,69.796,69.847,64.072,65.096,65.305,69.786,67.297,68.846,70.475,72.928,76.784,81.192,77.946
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",all,95.22,93.858,91.186,93.69,93.193,91.762,87.907,94.925,95.428,95.436,90.869,91.987,90.948,90.338,90.91,90.793,94.412
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",housing,75.243,76.106,69.011,75.24,77.558,71.89,53.849,70.707,79.803,75.611,72.34,72.565,74.57,76.773,83.137,79.37,83.985
26900,"Indianapolis-Carmel-Greenwood, IN (Metropolitan Statistical Area)",all,96.742,96.252,95.979,94.347,94.915,95.773,94.77,94.296,94.16,93.334,94.813,95.247,93.633,94.896,93.805,94.65,95.696
26900,"Indianapolis-Carmel-Greenwood, IN (Metropolitan Statistical Area)",housing,86.981,86.199,90.243,87.145,86.777,89.288,84.346,87.437,84.423,84.638,85.374,85.358,82.176,86.489,84.616,87.018,88.917
26980,"Iowa City, IA (Metropolitan Statistical Area)",all,95.741,94.975,97.192,96.232,96.477,97.126,97.588,95.034,95.42,94.734,94.805,95.713,95.56,92.956,91.304,91.891,91.509
26980,"Iowa City, IA (Metropolitan Statistical Area)",housing,87.612,83.771,98.488,102.832,98.678,100.83,104.257,94.08,94.579,95.501,87.132,90.023,93.251,82.415,83.506,81.558,83.99
27060,"Ithaca, NY (Metropolitan Statistical Area)",all,100.163,102.267,100.014,101.53,101.869,99.786,99.818,103.326,102.035,104.905,101.577,103.651,101.339,102.234,98.662,99.528,103.317
27060,"Ithaca, NY (Metropolitan Statistical Area)",housing,90.642,103.255,99.826,111.306,116.52,95.42,109.225,119.293,108.224,124.453,112.433,136.027,111.721,124.552,106.416,101.289,128.377
27100,"Jackson, MI (Metropolitan Statistical Area)",all,96.807,93.052,92.294,93.892,93.46,91.424,93.293,91.066,92.907,91.349,93.037,93.266,92.074,93.611,91.49,92.824,91.779
27100,"Jackson, MI (Metropolitan Statistical Area)",housing,86.12,69.612,67.316,80.003,74.787,63.361,75.107,67.675,76.173,73.807,76.385,73.665,72.753,77.306,71.661,77.983,67.092
27140,"Jackson, MS (Metropolitan Statistical Area)",all,91.597,90.881,93.275,93.062,92.982,93.037,92.687,92.891,93.532,92.57,88.729,88.566,88.856,88.479,90.166,89.837,89.048
27140,"Jackson, MS (Metropolitan Statistical Area)",housing,68.29,71.741,75.286,71.478,71.236,71.375,68.46,72.228,71.932,70.911,66.037,61.287,66.335,64.436,67.348,65.641,64.768
27180,"Jackson, TN (Metropolitan Statistical Area)",all,86.147,82.737,85.419,85.901,87.596,85.164,87.044,87.247,85.931,85.817,84.234,84.236,83.798,85.207,86.795,86.781,85.522
27180,"Jackson, TN (Metropolitan Statistical Area)",housing,56.597,54.992,54.465,55.749,62.319,50.542,58.962,57.874,55.474,59.511,50.119,49.501,50.955,53.512,56.978,56.631,56.567
27260,"Jacksonville, FL (Metropolitan Statistical Area)",all,99.589,97.888,98.671,99.181,98.959,98.272,99.263,99.258,99.329,98.733,96.991,95.923,96.383,98.678,98.492,99.645,99.484
27260,"Jacksonville, FL (Metropolitan Statistical Area)",housing,105.691,102.081,100.803,99.933,99.106,97.989,100.314,99.281,97.498,97.918,96.247,98.681,101.748,105.032,103.316,108.103,109.777
27340,"Jacksonville, NC (Metropolitan Statistical Area)",all,93.897,94.343,96.218,97.628,95.487,93.753,94.217,93.025,93.746,92.862,90.835,90.141,88.317,89.52,92.317,91.762,92.085
27340,"Jacksonville, NC (Metropolitan Statistical Area)",housing,79.53,86.187,88.377,93.852,81.876,75.336,77.536,74.013,74.138,73.677,68.695,70.539,66.387,61.654,72.582,71.25,72.118
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",all,94.487,94.671,96.213,94.72,94.969,94.374,95.379,92.753,92.759,92.513,94.023,94.14,91.555,93.04,91.82,91.518,93.703
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",housing,71.74,76.248,86.433,85.637,84.76,76.678,85.844,75.328,75.502,79.392,80.08,78.421,69.89,76.485,77.042,70.711,79.552
27620,"Jefferson City, MO (Metropolitan Statistical Area)",all,81.384,84.746,87.795,87.447,89.946,88.287,86.798,86.717,85.756,82.474,89.261,91.106,88.938,88.172,86.995,87.423,87.975
27620,"Jefferson City, MO (Metropolitan Statistical Area)",housing,60.631,59.501,60.317,62.089,66.681,62.878,54.571,60.876,60.715,49.288,57.239,67.649,59.418,58.899,60.014,57.696,62.123
27740,"Johnson City, TN (Metropolitan Statistical Area)",all,91.586,89.911,90.675,91.883,93.453,89.721,91.536,91.521,91.642,90.012,86.359,89.143,88.456,86.964,87.439,88.396,87.928
27740,"Johnson City, TN (Metropolitan Statistical Area)",housing,69.723,67.465,62.294,65.216,69.603,59.726,64.177,64.892,60.305,58.28,58.259,67.11,66.64,59.82,56.19,63.632,63.176
27780,"Johnstown, PA (Metropolitan Statistical Area)",all,90.744,90.948,90.457,88.868,86.829,88.601,89.119,88.579,88.67,90.75,89.344,87.07,87.554,86.164,87.449,88.485,85.929
27780,"Johnstown, PA (Metropolitan Statistical Area)",housing,50.957,48.904,52.866,51.134,47.939,44.578,52.75,47.605,47.018,51.895,52.575,45.512,48.685,43.775,51.132,47.199,42.333
27860,"Jonesboro, AR (Metropolitan Statistical Area)",all,84.227,81.86,83.998,85.367,85.831,85.115,85.551,85.529,84.766,85.368,84.644,85.439,85.463,86.668,86.482,85.968,85.876
27860,"Jonesboro, AR (Metropolitan Statistical Area)",housing,50.044,47.211,47.07,53.008,56.22,50.008,53.1,53.658,50.64,52.794,48.684,50.767,47.979,53.269,54.689,55.516,53.848
27900,"Joplin, MO-KS (Metropolitan Statistical Area)",all,90.03,89.325,89.332,89.613,90.034,90.139,89.929,89.41,88.417,87.395,87.563,89.242,87.882,87.803,84.746,85.189,85.718
27900,"Joplin, MO-KS (Metropolitan Statistical Area)",housing,60.928,58.825,57.632,62.661,61.414,61.961,61.578,63.613,57.227,57.002,55.321,59.083,56.095,56.86,51.878,50.543,53.976
27980,"Kahului-Wailuku, HI (Metropolitan Statistical Area)",all,107.5,101.08,103.892,104.86,102.667,107.196,102.78,109.006,102.853,104.66,109.175,109.3,111.546,111.177,108.841,107.193,109.393
27980,"Kahului-Wailuku, HI (Metropolitan Statistical Area)",housing,135.426,102.078,123.197,129.008,118.05,146.179,114.97,144.136,113.415,121.301,127.02,122.636,120.97,128.203,116.063,111.445,119.179
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",all,97.453,97.661,95.51,93.721,95.379,96.615,96.281,93.134,96.369,93.422,94.949,94.092,95.281,93.055,94.78,94.1,94.84
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",housing,88.709,91.96,83.15,79.145,85.251,90.117,90.894,77.401,95.788,82.097,84.42,75.652,89.319,76.23,89.538,82.557,81.59
28100,"Kankakee, IL (Metropolitan Statistical Area)",all,99.495,98.322,99.257,100.026,99.189,98.498,97.723,96.512,97.637,98.292,93.573,94.375,90.572,91.951,92.137,92.434,96.394
28100,"Kankakee, IL (Metropolitan Statistical Area)",housing,84.095,75.606,81.167,79.873,84.118,85.192,85.25,81.515,81.705,76.728,78.746,80.806,69.39,71.491,76.59,74.102,92.856
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",all,93.079,94.969,96.002,96.573,96.851,95.847,97.099,98.571,97.215,96.892,94.219,94.948,95.036,93.64,91.975,93.203,92.543
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",housing,88.789,85.348,88.249,87.311,85.295,86.937,84.136,87.089,85.253,85.368,83.264,84.619,87.551,84.81,85.588,87.97,86.642
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",all,94.17,98.159,96.36,101.066,99.322,98.286,98.83,97.748,97.37,98.768,100.935,102.321,99.763,100.452,104.407,98.885,100.079
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",housing,85.307,88.752,85.037,101.036,90.897,91.351,95.983,94.598,95.993,94.409,89.842,103.196,91.127,95.674,101.298,83.203,94.824
28450,"Kenosha, WI (Metropolitan Statistical Area)",all,103.719,102.938,100.092,103.134,99.251,100.091,101.286,101.005,100.229,102.494,100.878,101.913,99.382,101.476,102.459,100.534,101.118
28450,"Kenosha, WI (Metropolitan Statistical Area)",housing,109.065,98.225,84.15,96.025,80.603,90.285,101.018,101.484,87.884,94.295,88.0,103.497,83.132,86.789,92.291,91.696,95.814
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",all,94.473,91.997,94.267,95.34,94.108,95.128,95.259,94.581,95.173,94.139,91.93,91.975,91.92,93.266,91.395,92.334,91.132
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",housing,78.911,73.179,77.009,82.014,76.072,80.824,80.211,77.997,76.635,77.515,74.928,74.128,70.554,77.356,74.633,83.415,77.884
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",all,89.58,88.384,87.992,89.82,89.89,88.545,88.375,89.237,88.938,88.769,85.098,86.576,83.41,85.511,86.238,84.988,86.447
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",housing,62.06,61.891,55.127,58.591,58.583,54.48,54.117,57.279,55.624,54.636,55.374,57.28,49.834,54.534,53.85,51.106,56.496
28740,"Kingston, NY (Metropolitan Statistical Area)",all,107.142,104.04,102.635,101.452,102.042,103.524,102.251,102.351,101.18,102.919,100.925,101.554,101.582,99.94,99.328,99.574,100.709
28740,"Kingston, NY (Metropolitan Statistical Area)",housing,139.03,115.337,115.898,111.174,118.16,119.371,125.747,109.6,102.192,109.682,107.921,117.746,112.292,107.295,110.769,101.364,110.173
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY (Metropolitan Statistical Area)",all,,,,,,,,,109.754,109.505,110.657,111.877,109.678,110.245,109.913,109.743,109.422
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY (Metropolitan Statistical Area)",housing,,,,,,,,,124.942,123.757,119.309,127.03,112.626,116.972,121.23,118.981,115.763
28940,"Knoxville, TN (Metropolitan Statistical Area)",all,92.009,91.383,93.159,93.911,94.719,93.413,92.925,92.828,93.707,93.172,88.94,90.751,89.32,89.926,91.24,92.234,92.569
28940,"Knoxville, TN (Metropolitan Statistical Area)",housing,72.223,74.257,74.913,74.894,78.265,73.444,70.682,69.797,71.895,72.138,70.045,74.244,70.043,72.538,73.575,78.554,82.783
29020,"Kokomo, IN (Metropolitan Statistical Area)",all,92.338,91.875,92.676,88.967,90.685,92.043,91.366,88.931,87.713,87.602,89.202,90.251,88.459,90.644,86.794,89.551,89.648
29020,"Kokomo, IN (Metropolitan Statistical Area)",housing,64.244,64.748,72.644,62.643,66.703,69.727,66.214,62.985,54.371,58.751,58.052,62.105,58.237,66.172,52.574,61.764,59.252
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",all,93.335,95.297,94.751,93.377,93.19,92.012,94.986,92.813,92.764,91.845,94.094,93.121,89.499,93.986,90.675,90.591,91.769
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",housing,77.537,85.857,81.979,81.52,77.932,71.365,86.07,81.177,79.936,79.052,80.579,73.072,60.82,82.211,70.208,67.42,69.386
29180,"Lafayette, LA (Metropolitan Statistical Area)",all,89.64,89.881,90.78,92.052,93.568,91.684,94.275,93.189,93.804,92.351,90.777,90.391,90.371,91.316,89.813,87.553,87.209
29180,"Lafayette, LA (Metropolitan Statistical Area)",housing,56.648,65.272,62.524,64.263,71.886,62.826,74.053,68.267,71.423,67.084,69.284,64.811,63.265,64.618,63.743,60.32,58.845
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",all,91.71,93.406,93.169,91.565,93.733,94.011,92.791,92.082,91.145,91.282,92.574,93.15,90.912,92.379,91.97,91.465,93.43
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",housing,74.007,79.706,79.513,76.372,83.364,82.954,77.811,78.0,72.305,76.348,74.1,75.591,69.43,75.3,76.075,71.031,76.442
29340,"Lake Charles, LA (Metropolitan Statistical Area)",all,90.452,87.363,89.523,90.498,90.629,91.243,90.616,91.255,91.183,91.793,89.398,89.917,91.237,90.603,89.543,87.085,85.852
29340,"Lake Charles, LA (Metropolitan Statistical Area)",housing,60.999,56.399,58.232,60.15,61.591,61.259,59.505,63.102,59.931,65.563,61.691,64.873,68.626,63.11,61.445,57.089,51.752
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",all,93.771,97.304,94.643,94.663,95.531,95.012,92.325,92.176,92.97,93.75,89.841,88.365,87.679,89.268,92.771,90.479,94.098
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",housing,82.817,86.251,79.835,74.59,76.263,77.617,70.141,70.039,75.618,71.054,69.455,58.886,63.978,73.326,86.284,77.825,79.773
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",all,96.91,95.41,95.601,96.985,96.091,95.225,96.025,96.759,96.416,95.916,94.483,93.574,93.253,96.081,96.145,97.733,97.141
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",housing,89.993,87.98,84.438,87.787,83.769,82.491,83.399,85.867,82.409,82.966,82.969,85.744,84.577,89.587,89.928,96.015,95.942
29540,"Lancaster, PA (Metropolitan Statistical Area)",all,100.159,100.089,98.093,97.169,97.79,99.422,97.396,99.46,99.375,101.09,98.161,96.977,97.876,96.946,96.604,96.754,98.257
29540,"Lancaster, PA (Metropolitan Statistical Area)",housing,93.559,91.736,90.328,88.023,93.32,95.552,93.813,95.555,94.364,98.36,91.862,88.022,89.698,88.016,92.34,85.002,93.815
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",all,98.328,97.142,97.887,94.999,95.692,96.532,96.108,93.234,94.745,93.871,94.264,94.699,93.8,94.243,94.02,93.026,94.991
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",housing,92.402,88.343,96.079,85.184,86.613,89.778,90.315,78.524,86.266,86.129,79.674,80.306,81.462,81.615,85.64,76.958,83.472
29700,"Laredo, TX (Metropolitan Statistical Area)",all,91.557,90.01,91.011,92.036,92.446,91.627,93.282,94.051,93.656,90.644,90.605,90.775,91.657,89.506,90.075,88.321,86.956
29700,"Laredo, TX (Metropolitan Statistical Area)",housing,66.424,64.551,63.679,68.261,68.604,66.525,71.356,75.156,73.319,63.631,69.512,68.167,69.309,60.565,69.684,64.299,59.746
29740,"Las Cruces, NM (Metropolitan Statistical Area)",all,92.133,93.953,92.982,94.869,94.758,94.822,93.725,92.809,90.696,92.735,87.839,91.316,87.309,85.987,86.761,89.898,90.212
29740,"Las Cruces, NM (Metropolitan Statistical Area)",housing,72.917,69.543,71.849,70.715,68.093,75.895,71.318,68.366,63.176,66.014,59.352,67.648,56.538,57.681,59.996,71.295,62.982
29820,"Las Vegas-Henderson-North Las Vegas, NV (Metropolitan Statistical Area)",all,101.614,104.215,101.41,102.976,102.34,100.225,99.646,98.812,97.496,100.193,96.331,98.993,97.768,95.357,96.482,98.286,100.215
29820,"Las Vegas-Henderson-North Las Vegas, NV (Metropolitan Statistical Area)",housing,123.459,117.228,111.328,109.041,106.099,102.982,99.972,101.643,100.511,102.038,103.17,106.508,109.606,107.631,112.647,116.116,115.538
29940,"Lawrence, KS (Metropolitan Statistical Area)",all,98.155,97.742,97.515,95.918,96.011,96.143,96.475,93.063,94.125,94.308,94.339,92.185,93.961,92.782,92.177,90.921,90.243
29940,"Lawrence, KS (Metropolitan Statistical Area)",housing,92.299,91.757,96.348,95.224,91.063,88.958,93.279,76.874,83.072,88.521,83.055,68.712,80.242,78.303,84.777,74.136,71.636
30020,"Lawton, OK (Metropolitan Statistical Area)",all,86.808,87.728,89.2,91.312,90.932,92.006,93.223,90.936,92.358,89.825,87.139,87.203,85.615,87.008,85.344,87.98,85.941
30020,"Lawton, OK (Metropolitan Statistical Area)",housing,50.309,55.164,57.718,62.984,62.152,69.581,70.988,60.976,65.905,61.486,58.096,56.856,49.965,52.378,53.555,62.589,57.389
30140,"Lebanon, PA (Metropolitan Statistical Area)",all,99.013,98.164,96.376,93.138,95.693,94.074,95.771,95.8,96.435,98.02,96.635,94.581,94.88,95.866,92.99,95.781,93.214
