cbsa,name,line,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",all,106.427,107.606,106.331,105.334,103.865,101.818,102.397,102.177,102.535,103.991,103.169,103.685,102.327,99.006,100.74,102.363,102.554
37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",housing,116.091,120.607,119.109,119.974,119.489,118.039,119.304,117.798,117.444,117.499,117.459,113.281,115.217,114.654,115.769,117.762,113.141
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",all,105.701,105.447,102.67,100.31,98.702,99.492,99.136,98.721,100.421,98.91,99.636,100.036,102.783,99.126,103.884,104.676,103.316
38060,"Phoenix-Mesa-Chandler, AZ (Metropolitan Statistical Area)",housing,113.679,107.725,102.999,102.985,102.657,99.972,101.371,101.157,100.591,103.26,104.402,106.395,111.21,116.066,122.829,124.293,121.236
38240,"Pinehurst-Southern Pines, NC (Metropolitan Statistical Area)",all,86.338,82.949,86.433,86.428,86.875,91.26,89.714,89.82,88.388,89.336,91.575,90.84,88.948,90.864,94.309,92.331,88.336
38240,"Pinehurst-Southern Pines, NC (Metropolitan Statistical Area)",housing,60.398,56.481,59.077,58.451,61.167,72.247,70.638,70.751,66.225,73.321,68.321,73.335,68.463,61.97,80.85,72.453,59.318
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",all,92.423,93.07,94.32,94.853,95.525,94.393,94.372,95.01,93.934,94.937,95.58,95.338,95.499,94.842,93.728,94.706,94.671
38300,"Pittsburgh, PA (Metropolitan Statistical Area)",housing,73.92,74.959,74.269,76.22,75.133,76.086,75.114,75.911,76.798,75.449,75.255,76.898,76.718,75.303,73.977,72.609,71.986
38340,"Pittsfield, MA (Metropolitan Statistical Area)",all,99.641,99.108,98.41,95.227,97.777,96.105,96.716,100.477,100.484,100.741,100.427,99.233,99.474,96.044,100.06,93.514,95.106
38340,"Pittsfield, MA (Metropolitan Statistical Area)",housing,90.44,86.556,91.823,77.123,90.868,75.222,85.981,96.955,95.974,93.298,98.152,91.897,90.643,79.516,79.736,60.666,73.452
38540,"Pocatello, ID (Metropolitan Statistical Area)",all,94.078,89.156,90.254,88.013,91.035,91.689,89.548,94.577,88.953,91.989,89.083,87.867,88.982,88.478,87.318,88.592,88.906
38540,"Pocatello, ID (Metropolitan Statistical Area)",housing,70.205,57.022,62.012,51.968,70.288,70.494,59.545,71.882,52.026,62.341,64.975,60.194,69.773,70.998,67.548,71.119,66.396
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",all,102.456,103.055,100.881,98.594,101.275,103.046,94.452,99.89,102.258,102.234,101.904,97.558,102.608,101.865,104.848,104.354,101.858
38860,"Portland-South Portland, ME (Metropolitan Statistical Area)",housing,108.25,111.214,107.323,97.3,113.072,119.082,77.166,97.458,113.028,103.685,109.973,79.427,106.167,107.512,106.802,119.383,105.164
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",all,98.729,102.304,101.594,101.855,104.34,103.045,102.134,103.69,101.545,103.751,107.267,106.44,105.831,105.407,108.833,106.714,105.421
38900,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",housing,112.505,113.973,112.895,113.404,116.931,116.108,118.429,123.105,123.925,129.683,132.111,131.206,129.278,127.788,128.413,124.782,125.114
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",all,101.101,98.63,98.895,98.904,99.167,98.405,99.875,99.732,100.504,99.264,99.004,94.385,98.618,98.485,98.326,102.193,100.228
38940,"Port St. Lucie, FL (Metropolitan Statistical Area)",housing,112.675,105.374,101.415,98.123,99.871,98.73,103.271,101.6,103.91,100.573,108.894,89.164,113.132,102.715,101.426,122.601,113.642
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",all,102.997,98.8,97.824,97.76,96.545,97.797,96.389,100.277,98.617,99.498,93.658,95.88,93.186,93.864,92.637,95.597,98.255
39150,"Prescott Valley-Prescott, AZ (Metropolitan Statistical Area)",housing,110.106,95.185,95.526,93.847,92.441,95.693,86.61,94.556,91.487,95.862,84.454,87.028,84.429,94.588,84.196,100.611,98.781
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",all,103.67,103.764,101.765,101.296,100.344,101.576,100.502,102.307,101.918,103.061,101.411,101.854,101.664,101.358,103.636,101.511,101.773
39300,"Providence-Warwick, RI-MA (Metropolitan Statistical Area)",housing,112.548,113.746,111.472,110.276,104.724,107.409,108.672,110.279,101.929,104.616,105.347,106.079,101.921,105.751,98.343,98.998,103.851
39340,"Provo-Orem-Lehi, UT (Metropolitan Statistical Area)",all,97.143,102.278,98.932,100.846,100.387,99.967,98.112,97.764,97.025,99.269,96.667,98.243,94.803,95.707,94.911,95.741,98.232
39340,"Provo-Orem-Lehi, UT (Metropolitan Statistical Area)",housing,103.612,113.208,101.05,99.963,97.243,103.876,95.574,98.482,103.223,100.532,101.698,104.336,94.497,109.569,108.928,107.252,104.081
39380,"Pueblo, CO (Metropolitan Statistical Area)",all,91.356,95.031,93.496,96.151,96.181,94.277,92.088,92.628,93.156,94.337,90.969,92.563,90.147,90.579,90.424,93.002,91.762
39380,"Pueblo, CO (Metropolitan Statistical Area)",housing,71.457,76.913,75.095,75.812,76.645,75.672,65.945,72.424,78.25,73.826,74.843,75.505,72.323,81.602,78.624,90.007,71.285
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",all,97.54,95.213,97.008,96.623,97.874,95.493,96.872,97.826,98.748,98.832,97.144,95.668,98.853,96.22,95.901,98.824,100.525
39460,"Punta Gorda, FL (Metropolitan Statistical Area)",housing,94.082,88.445,92.534,87.156,93.684,85.412,87.72,91.572,94.762,98.628,97.52,96.689,114.173,90.775,89.308,102.011,113.277
39540,"Racine-Mount Pleasant, WI (Metropolitan Statistical Area)",all,96.329,96.413,94.584,93.551,94.446,95.167,95.444,96.801,94.627,98.53,93.721,94.247,93.876,92.165,90.874,95.207,95.961
39540,"Racine-Mount Pleasant, WI (Metropolitan Statistical Area)",housing,89.283,88.096,86.204,85.267,85.411,89.89,88.031,91.978,73.388,86.1,79.352,77.873,81.549,70.037,70.877,92.158,92.029
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",all,97.012,95.916,97.21,98.269,98.019,97.943,98.386,98.271,99.265,98.42,96.861,95.585,95.403,97.598,98.324,98.355,98.157
39580,"Raleigh-Cary, NC (Metropolitan Statistical Area)",housing,92.697,92.045,91.558,94.363,92.937,94.052,95.43,95.192,96.277,97.321,96.773,95.702,96.194,96.978,104.414,103.997,103.476
39660,"Rapid City, SD (Metropolitan Statistical Area)",all,90.28,90.382,91.828,86.85,94.488,93.349,91.694,89.735,89.771,89.265,91.983,92.406,94.169,91.962,90.637,90.297,89.16
39660,"Rapid City, SD (Metropolitan Statistical Area)",housing,64.633,63.781,70.587,53.414,86.234,79.912,71.55,67.138,69.759,69.332,71.018,72.085,78.951,76.495,81.255,76.931,72.552
39740,"Reading, PA (Metropolitan Statistical Area)",all,99.027,99.295,98.105,97.602,97.772,99.856,97.306,98.142,98.69,99.016,98.365,97.352,96.037,96.114,96.328,96.466,97.06
39740,"Reading, PA (Metropolitan Statistical Area)",housing,85.609,87.104,89.999,90.145,93.298,98.255,93.187,87.353,89.873,84.433,92.773,89.51,79.117,83.144,90.173,82.747,85.419
39820,"Redding, CA (Metropolitan Statistical Area)",all,97.349,101.063,99.819,101.587,102.323,98.16,99.972,97.942,96.392,99.056,102.692,102.171,99.592,99.335,103.714,103.001,100.684
39820,"Redding, CA (Metropolitan Statistical Area)",housing,99.506,101.33,104.05,101.476,104.26,88.014,99.363,94.298,89.376,94.517,92.281,94.351,84.98,82.15,89.688,90.477,89.366
39900,"Reno, NV (Metropolitan Statistical Area)",all,101.346,103.221,101.29,102.868,102.467,100.853,99.859,99.363,98.169,100.517,97.514,100.166,98.256,96.868,97.886,98.025,101.014
39900,"Reno, NV (Metropolitan Statistical Area)",housing,121.168,112.426,111.572,110.374,109.163,108.152,102.0,104.215,104.337,104.38,113.137,115.848,113.467,120.307,124.762,115.878,123.478
40060,"Richmond, VA (Metropolitan Statistical Area)",all,98.11,97.478,98.597,99.398,98.61,98.307,98.539,98.873,99.326,97.802,97.136,95.185,95.895,97.968,97.626,98.337,97.858
40060,"Richmond, VA (Metropolitan Statistical Area)",housing,100.253,103.166,101.447,103.478,99.473,99.351,100.321,100.931,98.776,95.847,99.424,95.449,100.755,99.546,98.056,101.045,99.136
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",all,106.323,106.157,105.165,104.566,104.456,105.66,107.095,107.095,105.644,102.803,106.018,105.653,104.421,105.586,106.698,107.341,106.442
40140,"Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)",housing,138.049,134.193,131.745,129.426,123.841,126.161,125.087,121.574,124.602,123.626,126.054,128.825,126.346,129.551,129.176,131.954,129.312
40220,"Roanoke, VA (Metropolitan Statistical Area)",all,92.391,92.187,94.279,91.333,93.132,93.195,93.165,91.837,91.966,91.135,91.861,91.001,90.239,93.68,92.304,91.205,93.618
40220,"Roanoke, VA (Metropolitan Statistical Area)",housing,73.124,78.496,80.913,67.685,74.789,75.105,75.828,70.518,69.316,68.693,73.233,73.86,71.922,78.299,73.307,67.631,78.531
40340,"Rochester, MN (Metropolitan Statistical Area)",all,95.197,95.561,91.189,93.568,94.482,93.903,95.865,93.562,92.839,92.848,93.082,94.681,96.687,91.945,92.006,92.958,90.821
40340,"Rochester, MN (Metropolitan Statistical Area)",housing,90.782,91.864,66.618,84.241,87.774,82.11,94.239,87.676,82.589,87.119,80.694,87.228,101.259,76.36,91.216,92.954,78.628
40380,"Rochester, NY (Metropolitan Statistical Area)",all,100.847,100.717,98.955,98.249,98.507,99.584,97.976,99.755,99.791,100.888,99.016,97.733,97.306,97.476,95.395,98.389,97.035
40380,"Rochester, NY (Metropolitan Statistical Area)",housing,94.841,94.708,93.211,91.011,93.992,94.112,95.759,93.529,93.429,96.294,95.437,92.914,86.435,90.603,85.788,94.36,87.481
40420,"Rockford, IL (Metropolitan Statistical Area)",all,96.684,96.627,93.119,93.718,93.877,93.125,93.317,92.495,93.263,91.049,91.118,92.849,91.753,93.226,90.681,90.166,92.154
40420,"Rockford, IL (Metropolitan Statistical Area)",housing,83.86,87.845,72.766,80.767,79.296,76.16,75.518,77.24,79.484,72.46,66.796,72.719,73.211,77.245,69.38,64.922,70.076
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",all,88.678,88.489,89.725,91.212,89.083,89.865,89.079,90.691,87.83,89.852,86.199,83.961,83.83,87.634,87.354,88.325,88.012
40580,"Rocky Mount, NC (Metropolitan Statistical Area)",housing,54.584,59.877,57.049,61.818,55.688,59.09,54.346,59.147,49.137,58.508,46.817,45.621,51.413,51.534,50.653,51.76,56.103
40660,"Rome, GA (Metropolitan Statistical Area)",all,87.98,85.708,88.338,86.7,86.297,87.411,88.073,88.183,88.273,85.746,88.658,87.796,86.342,90.883,90.817,90.387,90.161
40660,"Rome, GA (Metropolitan Statistical Area)",housing,64.09,65.374,67.032,59.87,55.959,56.04,56.887,60.175,62.827,53.489,57.791,56.961,52.423,62.143,61.689,60.388,60.276
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",all,101.286,105.151,102.764,104.939,104.854,103.272,103.09,101.24,101.096,103.592,108.911,107.396,106.957,106.271,109.904,109.091,106.67
40900,"Sacramento-Roseville-Folsom, CA (Metropolitan Statistical Area)",housing,130.443,129.894,127.207,124.235,122.665,120.717,123.353,118.799,125.102,129.883,137.219,134.294,134.007,132.636,131.468,133.442,130.23
40980,"Saginaw, MI (Metropolitan Statistical Area)",all,93.511,92.686,92.166,92.426,90.918,92.308,90.49,90.278,90.652,89.5,90.913,90.158,88.923,90.98,87.13,89.293,90.891
40980,"Saginaw, MI (Metropolitan Statistical Area)",housing,68.396,69.191,66.271,72.339,64.082,68.216,61.56,66.212,65.704,63.716,64.305,58.685,61.214,66.773,54.987,59.41,63.647
41060,"St. Cloud, MN (Metropolitan Statistical Area)",all,97.315,92.672,94.823,93.795,95.15,95.291,94.491,93.419,93.662,90.678,93.005,94.633,91.472,87.463,91.739,89.301,87.632
41060,"St. Cloud, MN (Metropolitan Statistical Area)",housing,87.805,69.955,81.836,82.227,87.759,84.316,82.925,83.021,80.875,70.222,81.747,87.539,71.169,58.147,89.486,75.015,65.057
41100,"St. George, UT (Metropolitan Statistical Area)",all,98.539,93.687,94.517,93.822,96.42,95.079,94.279,98.23,99.177,99.023,94.771,95.421,95.857,94.074,94.9,96.734,97.321
41100,"St. George, UT (Metropolitan Statistical Area)",housing,91.819,79.054,84.908,80.25,97.487,88.016,80.081,85.303,97.754,94.772,90.738,87.969,100.378,96.295,106.678,110.327,98.148
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",all,92.573,92.662,91.309,90.283,90.977,91.97,90.106,89.969,88.687,88.157,89.634,88.626,87.757,88.859,87.07,87.589,86.382
41140,"St. Joseph, MO-KS (Metropolitan Statistical Area)",housing,69.878,73.32,64.722,65.795,66.599,70.589,62.903,66.353,58.042,59.687,57.874,53.528,55.658,61.072,59.127,59.393,55.359
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",all,91.019,93.296,96.96,96.289,94.483,95.588,96.891,94.561,94.52,95.682,94.484,95.096,95.209,96.268,96.553,94.973,95.088
41180,"St. Louis, MO-IL (Metropolitan Statistical Area)",housing,83.582,84.332,86.017,88.773,84.817,86.181,84.855,83.871,83.606,81.756,81.605,80.695,78.391,80.093,79.819,80.586,79.024
41420,"Salem, OR (Metropolitan Statistical Area)",all,94.14,99.019,98.893,98.173,101.072,99.348,97.687,98.936,97.114,99.079,102.398,101.839,100.935,101.979,104.81,102.459,103.649
41420,"Salem, OR (Metropolitan Statistical Area)",housing,82.476,93.081,95.527,90.874,96.269,92.359,89.051,90.213,91.238,94.987,97.567,98.072,96.465,101.773,99.629,95.712,110.333
41500,"Salinas, CA (Metropolitan Statistical Area)",all,104.64,107.715,106.837,109.395,110.06,108.911,106.593,106.01,104.781,107.801,112.129,111.469,110.255,109.259,113.082,113.181,109.042
41500,"Salinas, CA (Metropolitan Statistical Area)",housing,158.218,148.982,159.413,159.348,163.313,166.694,150.993,161.597,155.027,164.882,164.363,168.628,164.609,159.466,159.494,166.602,145.669
41540,"Salisbury, MD (Metropolitan Statistical Area)",all,93.832,91.435,95.057,94.432,92.768,93.974,95.881,93.738,91.355,90.922,93.971,92.594,90.974,93.133,94.228,92.643,95.617
41540,"Salisbury, MD (Metropolitan Statistical Area)",housing,90.025,87.431,92.253,91.436,84.073,84.669,93.669,87.526,81.001,82.294,83.29,82.942,77.707,78.541,80.013,74.541,87.212
41620,"Salt Lake City-Murray, UT (Metropolitan Statistical Area)",all,98.475,101.99,99.186,102.655,102.162,100.944,100.287,99.128,98.301,100.497,97.848,99.641,97.27,96.115,95.848,97.145,100.868
41620,"Salt Lake City-Murray, UT (Metropolitan Statistical Area)",housing,112.572,111.979,102.511,111.97,109.547,111.669,110.711,107.706,112.707,109.278,111.185,115.184,112.458,112.318,116.54,118.474,123.311
41660,"San Angelo, TX (Metropolitan Statistical Area)",all,91.567,93.349,93.165,94.049,96.112,95.403,96.837,97.5,96.389,95.209,94.187,93.764,95.086,91.729,92.561,91.465,92.453
41660,"San Angelo, TX (Metropolitan Statistical Area)",housing,65.961,78.653,71.982,73.108,83.345,79.892,87.367,90.291,80.428,79.501,86.052,81.948,84.939,71.924,81.004,79.126,81.442
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",all,96.107,95.132,96.42,96.621,97.423,97.447,97.716,97.452,98.267,97.14,95.527,95.753,96.784,96.181,95.006,94.328,94.716
41700,"San Antonio-New Braunfels, TX (Metropolitan Statistical Area)",housing,87.959,88.493,87.881,87.608,91.419,92.372,92.673,91.266,93.083,92.301,93.785,93.124,93.429,92.594,94.593,94.17,94.575
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",all,113.734,114.553,112.792,114.142,112.851,111.675,110.861,112.263,113.618,112.277,112.555,113.488,115.144,115.054,114.63,110.741,111.887
41740,"San Diego-Chula Vista-Carlsbad, CA (Metropolitan Statistical Area)",housing,179.358,178.392,180.826,175.099,173.18,175.141,182.58,178.425,179.506,184.346,186.113,185.152,184.661,189.979,183.853,185.782,179.267
41780,"Sandusky, OH (Metropolitan Statistical Area)",all,83.217,85.953,87.412,87.164,90.189,89.478,88.421,87.489,83.232,85.656,89.798,92.49,88.704,89.146,87.194,89.021,89.281
41780,"Sandusky, OH (Metropolitan Statistical Area)",housing,66.861,67.148,60.513,65.501,72.696,72.134,64.522,66.294,50.172,63.362,62.561,70.586,59.009,60.735,56.557,58.428,59.462
41860,"San Francisco-Oakland-Fremont, CA (Metropolitan Statistical Area)",all,119.08,115.209,113.931,112.378,112.523,112.932,114.038,115.785,116.39,121.6,122.338,119.722,119.582,120.038,118.003,117.551,115.613
41860,"San Francisco-Oakland-Fremont, CA (Metropolitan Statistical Area)",housing,190.96,192.057,189.206,191.885,189.037,190.687,198.091,204.457,210.446,215.201,219.677,213.041,227.095,213.496,206.313,200.124,194.718
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",all,119.286,115.889,114.034,112.733,113.381,114.075,115.601,117.169,117.72,122.872,114.472,112.914,113.467,111.612,115.281,113.059,110.423
41940,"San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)",housing,204.303,207.921,199.18,209.403,211.366,217.688,229.876,236.084,239.035,243.341,246.682,239.675,245.513,241.339,233.193,212.96,211.901
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",all,105.083,109.247,106.46,109.694,107.226,106.645,106.094,105.31,104.996,108.291,111.338,110.169,111.349,108.614,112.651,111.021,108.596
42020,"San Luis Obispo-Paso Robles, CA (Metropolitan Statistical Area)",housing,155.378,157.48,150.629,154.022,143.491,147.073,142.795,149.616,153.896,165.197,154.809,151.482,164.386,146.868,157.053,149.461,144.362
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",all,119.808,113.887,113.896,111.707,112.315,111.372,113.757,115.264,115.114,120.857,111.299,110.702,111.702,109.079,114.742,112.774,109.896
42100,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",housing,188.608,162.984,170.122,165.516,176.325,155.525,179.485,177.959,174.53,188.515,167.433,173.634,189.866,168.238,184.987,175.019,164.328
42140,"Santa Fe, NM (Metropolitan Statistical Area)",all,98.005,102.033,100.167,103.183,102.107,100.167,101.628,98.694,98.448,98.75,96.191,96.886,96.619,93.231,94.928,94.064,98.767
42140,"Santa Fe, NM (Metropolitan Statistical Area)",housing,103.171,108.329,107.252,114.053,105.875,103.758,112.153,100.383,102.7,94.743,100.233,94.64,99.716,91.903,98.907,90.815,107.978
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",all,107.5,110.852,107.993,110.613,110.034,106.619,107.542,106.077,106.567,108.84,112.755,110.861,111.972,111.805,114.003,113.727,108.798
42200,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",housing,188.401,175.099,171.381,176.447,163.572,147.786,161.105,162.022,169.467,180.782,175.158,165.71,181.573,187.087,172.191,175.405,151.394
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",all,118.089,113.46,113.66,110.417,112.301,111.525,113.215,114.62,115.051,120.293,113.114,111.474,111.386,109.86,112.524,110.253,107.784
42220,"Santa Rosa-Petaluma, CA (Metropolitan Statistical Area)",housing,163.028,157.698,162.232,150.968,164.308,153.485,166.342,165.931,165.77,172.225,175.44,177.055,176.003,170.597,158.248,146.527,139.569
42340,"Savannah, GA (Metropolitan Statistical Area)",all,95.768,94.934,96.289,97.854,97.9,96.329,96.532,96.118,97.101,96.308,95.147,94.126,92.371,95.415,96.132,95.908,95.206
42340,"Savannah, GA (Metropolitan Statistical Area)",housing,88.929,89.304,88.484,93.225,93.775,85.731,86.039,84.415,84.549,86.221,89.342,88.776,80.569,86.474,91.266,89.948,86.012
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",all,95.084,95.956,94.105,94.67,93.986,94.648,91.506,95.453,94.821,95.18,92.887,92.873,93.085,93.134,91.923,93.391,93.556
42540,"Scranton--Wilkes-Barre, PA (Metropolitan Statistical Area)",housing,66.495,69.303,67.881,72.431,70.938,69.263,62.637,73.596,70.886,66.456,63.225,65.952,66.978,68.455,65.001,68.857,66.987
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",all,109.115,108.461,106.428,106.098,105.318,105.173,107.483,107.932,110.155,112.085,110.462,112.458,113.029,114.481,114.02,112.731,111.133
42660,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",housing,139.175,137.643,136.293,136.597,134.154,135.116,140.399,143.994,149.231,156.702,159.162,161.596,156.621,152.966,154.728,151.559,151.314
42680,"Sebastian-Vero Beach-West Vero Corridor, FL (Metropolitan Statistical Area)",all,93.472,90.439,95.036,92.055,92.944,95.013,93.07,91.838,94.191,91.941,94.057,94.266,95.234,98.097,95.321,97.251,98.308
42680,"Sebastian-Vero Beach-West Vero Corridor, FL (Metropolitan Statistical Area)",housing,90.145,85.919,95.274,82.752,85.285,88.016,80.048,78.788,92.546,85.853,82.011,88.56,94.405,100.198,84.884,93.404,101.635
42700,"Sebring, FL (Metropolitan Statistical Area)",all,88.322,88.646,90.066,89.488,89.136,90.677,88.958,89.277,89.244,88.171,90.189,89.985,88.207,89.858,89.86,91.416,92.47
42700,"Sebring, FL (Metropolitan Statistical Area)",housing,68.678,78.65,73.849,71.283,70.327,68.344,63.577,65.72,70.601,68.345,63.126,69.377,61.694,62.274,63.072,66.597,73.455
43100,"Sheboygan, WI (Metropolitan Statistical Area)",all,95.727,95.116,94.678,95.828,93.037,94.437,93.219,93.211,93.33,93.065,92.089,92.581,93.251,93.265,89.608,90.896,94.014
43100,"Sheboygan, WI (Metropolitan Statistical Area)",housing,77.914,77.355,78.61,92.819,73.566,79.268,74.126,77.724,77.941,80.9,72.654,70.294,80.169,76.996,66.547,67.32,80.54
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",all,91.403,91.834,94.867,93.255,94.219,93.363,94.328,93.326,95.409,95.263,92.58,92.38,92.378,92.835,92.461,92.379,93.771
43300,"Sherman-Denison, TX (Metropolitan Statistical Area)",housing,64.56,70.805,79.453,70.063,73.189,72.073,73.195,69.589,78.376,79.721,78.321,75.067,69.89,74.143,79.655,82.966,89.466
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",all,90.913,90.027,90.596,93.548,93.449,91.986,94.122,93.191,92.756,90.586,89.934,89.849,88.859,90.471,88.795,87.441,84.766
43340,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",housing,64.549,66.277,63.697,71.596,71.479,65.407,74.465,71.057,67.271,61.711,66.403,65.489,60.264,64.431,59.65,59.695,52.286
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",all,93.814,93.119,91.817,92.134,93.525,92.498,92.358,94.117,92.969,93.816,89.611,91.024,88.477,87.709,88.018,87.292,89.243
43420,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",housing,66.654,67.807,67.081,67.145,78.293,69.076,67.645,67.816,66.957,68.683,65.412,64.761,64.387,64.339,62.74,63.87,61.918
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",all,91.519,90.797,92.322,90.449,91.1,90.85,90.337,89.671,90.248,89.706,91.517,92.391,90.546,90.239,87.745,88.222,86.454
43580,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",housing,65.562,62.939,72.383,69.992,70.452,64.207,63.443,63.955,65.538,65.521,67.532,71.742,65.035,65.206,63.179,62.538,57.849
43620,"Sioux Falls, SD-MN (Metropolitan Statistical Area)",all,94.443,92.789,95.497,93.39,94.11,93.846,94.393,93.095,93.455,91.382,94.876,95.209,93.763,92.997,90.009,90.091,90.631
43620,"Sioux Falls, SD-MN (Metropolitan Statistical Area)",housing,78.831,69.338,85.897,78.924,79.659,76.295,80.726,79.231,81.257,74.685,87.083,84.183,74.111,78.392,76.624,73.698,77.605
43640,"Slidell-Mandeville-Covington, LA (Metropolitan Statistical Area)",all,96.746,95.802,95.926,97.195,97.635,98.966,97.81,97.65,98.694,98.947,94.236,95.768,95.681,93.877,93.19,92.891,92.726
43640,"Slidell-Mandeville-Covington, LA (Metropolitan Statistical Area)",housing,92.392,95.772,86.135,90.968,92.444,101.679,91.66,91.741,93.353,101.072,86.294,96.142,89.818,78.187,80.068,86.886,85.449
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",all,92.43,93.29,92.859,92.243,90.448,92.315,91.951,90.511,91.364,88.582,91.867,92.062,91.525,91.691,92.293,91.378,92.858
43780,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",housing,74.963,75.843,76.048,78.252,66.223,74.608,71.554,70.486,72.932,64.48,70.486,70.371,73.242,69.584,76.551,71.496,74.586
43900,"Spartanburg, SC (Metropolitan Statistical Area)",all,91.707,90.942,90.628,92.361,92.181,91.085,92.581,91.906,93.327,92.506,89.811,89.703,88.872,92.188,90.945,90.489,91.051
43900,"Spartanburg, SC (Metropolitan Statistical Area)",housing,67.912,70.719,62.433,67.237,67.903,61.589,66.459,64.205,68.593,67.933,61.993,65.789,65.511,67.876,67.233,67.602,68.007
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",all,95.254,98.145,96.761,97.026,97.876,97.539,96.737,96.205,96.14,97.182,100.186,99.352,98.57,98.677,102.585,100.925,100.346
44060,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",housing,89.525,90.085,88.393,79.988,85.038,88.54,84.674,85.817,88.46,85.851,86.569,86.652,86.156,86.859,92.094,93.607,97.059
44100,"Springfield, IL (Metropolitan Statistical Area)",all,95.048,93.635,93.452,91.882,93.3,93.362,92.828,92.13,92.288,90.711,93.125,91.774,90.893,91.616,89.7,90.651,92.745
44100,"Springfield, IL (Metropolitan Statistical Area)",housing,73.97,70.842,72.615,69.492,74.698,74.137,69.558,71.867,73.49,68.88,74.048,66.006,67.524,67.328,65.183,65.217,71.616
44140,"Springfield, MA (Metropolitan Statistical Area)",all,99.464,101.832,98.748,97.718,97.75,101.305,98.852,99.719,99.373,99.386,97.378,97.836,99.064,97.66,98.927,98.068,96.061
44140,"Springfield, MA (Metropolitan Statistical Area)",housing,86.216,99.401,92.585,87.888,87.903,104.187,97.706,90.746,87.311,82.275,78.441,81.829,86.162,85.499,73.487,78.493,75.781
44180,"Springfield, MO (Metropolitan Statistical Area)",all,91.741,92.181,92.019,90.42,90.77,91.418,89.856,90.276,89.547,88.331,89.801,90.148,88.463,89.103,86.693,89.11,88.585
44180,"Springfield, MO (Metropolitan Statistical Area)",housing,65.359,69.281,70.966,66.677,66.078,67.142,62.96,67.912,63.0,61.113,63.808,62.815,59.138,63.008,59.604,68.119,65.568
44220,"Springfield, OH (Metropolitan Statistical Area)",all,92.102,93.186,92.011,91.967,91.833,90.895,92.004,90.441,90.521,88.941,90.513,91.565,89.304,86.832,88.722,88.723,90.482
44220,"Springfield, OH (Metropolitan Statistical Area)",housing,61.173,68.955,67.124,72.571,69.593,63.157,69.507,65.098,63.925,59.995,62.353,66.405,61.955,48.97,59.243,58.596,61.726
44300,"State College, PA (Metropolitan Statistical Area)",all,99.173,98.897,99.238,98.257,96.746,99.008,97.093,99.448,101.38,102.047,97.989,96.918,98.028,95.572,96.484,93.653,96.762
